,2004,2005
01/30 03:00:00,0.8447393510674505,1.9144827719867357
01/30 03:10:00,0.8390020399802331,1.9149024481985855
01/30 03:20:00,0.840303350849137,1.920000972993355
01/30 03:30:00,0.8383097211660477,1.9227929100902856
01/30 03:40:00,0.8339811034131009,1.9265441170123339
01/30 03:50:00,0.8307655541444754,1.9361047824044118
01/30 04:00:00,0.8252150168059922,1.9361047824044118
01/30 04:10:00,0.8159319008390413,1.9385839838582513
01/30 04:20:00,0.8182039517899256,1.9515996711826635
01/30 04:30:00,0.812426368331008,1.9543205402977775
01/30 04:40:00,0.8182039517899256,1.96126346408331
01/30 04:50:00,0.8228769783328878,1.9639942293147017
01/30 05:00:00,0.8228769783328878,1.9639942293147017
01/30 05:10:00,0.8275500048758497,1.9639942293147017
01/30 05:20:00,0.8352821134341711,1.9639942293147017
01/30 05:30:00,0.8430142219924924,1.9639942293147017
01/30 05:40:00,0.8473586216818749,1.9668208096241426
01/30 05:50:00,0.8451884141257734,1.970196970954366
01/30 06:00:00,0.8447348300686964,1.9739190848059367
01/30 06:10:00,0.8442812460116194,1.9796556095663633
01/30 06:20:00,0.8413051948538564,1.9913556717853518
01/30 06:30:00,0.8383291436960933,1.9929710465347148
01/30 06:40:00,0.8374374364595196,2.007033823230352
01/30 06:50:00,0.8435567942390123,2.007033823230352
01/30 07:00:00,0.8496198524093375,2.0146515888196386
01/30 07:10:00,0.8483815831689683,2.020206881823147
01/30 07:20:00,0.8473861304365735,2.018938465048863
01/30 07:30:00,0.8413705181529016,2.0204561746732055
01/30 07:40:00,0.8357685487214743,2.018938465048863
01/30 07:50:00,0.830166579290047,2.0216465784458557
01/30 08:00:00,0.8260203198903782,2.0216465784458557
01/30 08:10:00,0.8260203198903782,2.0234553351315263
01/30 08:20:00,0.8310465396268156,2.025034056207266
01/30 08:30:00,0.8286490691540618,2.0248303918176216
01/30 08:40:00,0.824089445967233,2.0248303918176216
01/30 08:50:00,0.8193703930541363,2.023152437601145
01/30 09:00:00,0.8193703930541363,2.026361825894588
01/30 09:10:00,0.8193703930541363,2.029570484498542
01/30 09:20:00,0.8211519577362436,2.0317963707529962
01/30 09:30:00,0.8211519577362436,2.029372875232128
01/30 09:40:00,0.8257115809230724,2.029372875232128
01/30 09:50:00,0.8257115809230724,2.027146988977674
01/30 10:00:00,0.8310644351324146,2.0254027398742593
01/30 10:10:00,0.8407089184676897,2.0254027398742593
01/30 10:20:00,0.8518917791394339,2.020698112181071
01/30 10:30:00,0.864591102742392,2.0230147093411235
01/30 10:40:00,0.864591102742392,2.02045912920867
01/30 10:50:00,0.8683698599220049,2.016177439315795
01/30 11:00:00,0.8683698599220049,2.0187200246851127
01/30 11:10:00,0.8683698599220049,2.0212756048175655
01/30 11:20:00,0.8683698599220049,2.0264252332808423
01/30 11:30:00,0.8637362394963901,2.022084010134337
01/30 11:40:00,0.8518917791394339,2.022084010134337
01/30 11:50:00,0.8576507393117162,2.022276664695686
01/30 12:00:00,0.8637362394963901,2.022276664695686
01/30 12:10:00,0.8683138830124225,2.019562396850652
01/30 12:20:00,0.8785624596479222,2.0166907478134286
01/30 12:30:00,0.8785624596479222,2.005002075094511
01/30 12:40:00,0.8898444988258454,1.983645153710862
01/30 12:50:00,0.9031994126913052,1.9775413032267393
01/30 13:00:00,0.8898444988258454,1.9639550069372624
01/30 13:10:00,0.8961077795554346,1.9481643859280873
01/30 13:20:00,0.8961077795554346,1.937583659089145
01/30 13:30:00,0.9008471617083158,1.9323416843687564
01/30 13:40:00,0.9128478479131898,1.9323416843687564
01/30 13:50:00,0.9214409916887805,1.9323416843687564
01/30 14:00:00,0.9261067239649727,1.932047365669262
01/30 14:10:00,0.9231773357879779,1.932047365669262
01/30 14:20:00,0.9328599465776413,1.932047365669262
01/30 14:30:00,0.9396066752064745,1.9323416843687564
01/30 14:40:00,0.9440960096583514,1.932047365669262
01/30 14:50:00,0.9483564425530224,1.932047365669262
01/30 15:00:00,0.9483564425530224,1.932047365669262
01/30 15:10:00,0.9479559178455443,1.9295306121527784
01/30 15:20:00,0.9494512423318738,1.9267692444613311
01/30 15:30:00,0.9494512423318738,1.9267692444613311
01/30 15:40:00,0.9494512423318738,1.9295306121527784
01/30 15:50:00,0.9598402660250738,1.92641909815163
01/30 16:00:00,0.967567488595802,1.92641909815163
01/30 16:10:00,0.9598402660250738,1.9296190982475188
01/30 16:20:00,0.9683756870650315,1.9368458908402737
01/30 16:30:00,0.9691838855342609,1.9407543873810926
01/30 16:40:00,0.9564961055697031,1.9407543873810926
01/30 16:50:00,0.9564961055697031,1.9416716359234951
01/30 17:00:00,0.964524033874819,1.938442229255087
01/30 17:10:00,0.9537269440910162,1.9350545116517397
01/30 17:20:00,0.9494179068770536,1.9356594998000847
01/30 17:30:00,0.947878031141778,1.9327598937897141
01/30 17:40:00,0.947878031141778,1.9298289886702955
01/30 17:50:00,0.9509577826123293,1.924996535479806
01/30 18:00:00,0.9511661740619777,1.9333124331480713
01/30 18:10:00,0.9511661740619777,1.9343467706469974
01/30 18:20:00,0.9390786211035549,1.9417143012175089
01/30 18:30:00,0.9390786211035549,1.9411534271325932
01/30 18:40:00,0.9295055302120364,1.9452811954402778
01/30 18:50:00,0.9318038373625097,1.9511013274795328
01/30 19:00:00,0.9349227225625923,1.9511013274795328
01/30 19:10:00,0.9367488801937041,1.9511013274795328
01/30 19:20:00,0.9344446940017758,1.9492380846658057
01/30 19:30:00,0.9344446940017758,1.9469302835489037
01/30 19:40:00,0.9341528913180914,1.9469302835489037
01/30 19:50:00,0.9360748156585565,1.946112213653894
01/30 20:00:00,0.9360748156585565,1.9436497730366296
01/30 20:10:00,0.9360748156585565,1.939875699100138
01/30 20:20:00,0.9341528913180914,1.9354902249112655
01/30 20:30:00,0.9338610886344072,1.9340132432347672
01/30 20:40:00,0.9305111097935388,1.9324211504712516
01/30 20:50:00,0.9302416688127773,1.9317948080581822
01/30 21:00:00,0.93040372316636,1.9175714118639786
01/30 21:10:00,0.9339936879589938,1.916243756745446
01/30 21:20:00,0.9300762156846745,1.916243756745446
01/30 21:30:00,0.9286654686322476,1.9154527367563554
01/30 21:40:00,0.9197300273663952,1.9128080069580302
01/30 21:50:00,0.9108817808058909,1.911424288375517
01/30 22:00:00,0.9081501394503109,1.9091531346828046
01/30 22:10:00,0.9032941874013389,1.9080546517931327
01/30 22:20:00,0.8990035011915386,1.9046654699065244
01/30 22:30:00,0.8985160111653316,1.9045161046894334
01/30 22:40:00,0.8962729625327439,1.8944397300512934
01/30 22:50:00,0.8945911038881236,1.896966509145535
01/30 23:00:00,0.8872753166666711,1.8932643241230487
01/30 23:10:00,0.8791625000694445,1.890748898525924
01/30 23:20:00,0.8770895595854218,1.876879477461462
01/30 23:30:00,0.8752172880613802,1.8776587961738
01/30 23:40:00,0.874971376813931,1.8772740915498516
01/30 23:50:00,0.874971376813931,1.875287889215897
01/31 00:00:00,0.874971376813931,1.87348822387226
01/31 00:10:00,0.8744178784007645,1.8731406366221148
01/31 00:20:00,0.8746946276073477,1.8693456503837507
01/31 00:30:00,0.8732657853048003,1.8668044747506478
01/31 00:40:00,0.8703979761087259,1.8625112756716766
01/31 00:50:00,0.8645803364271875,1.8575482312295528
01/31 01:00:00,0.862603487863761,1.8575482312295528
01/31 01:10:00,0.8598673570271917,1.8593994250989243
01/31 01:20:00,0.8598673570271917,1.8659855807238128
01/31 01:30:00,0.8596052346304182,1.8685345978389525
01/31 01:40:00,0.8586165088031963,1.8620730550461722
01/31 01:50:00,0.8531792409318376,1.8489183206882136
01/31 02:00:00,0.8516405272801248,1.8468028120828963
01/31 02:10:00,0.8522245431863733,1.8468028120828963
01/31 02:20:00,0.8493889463711933,1.851952625650927
01/31 02:30:00,0.8463437802913787,1.8538011624156496
01/31 02:40:00,0.8372864094806477,1.8523159720752966
01/31 02:50:00,0.8363875429050518,1.8518913017054366
01/31 03:00:00,0.8301173003537252,1.8528067128926522
01/31 03:10:00,0.8242729899697588,1.854362219488478
01/31 03:20:00,0.8242729899697588,1.8465062562592016
01/31 03:30:00,0.8197686113406172,1.834724910195806
01/31 03:40:00,0.8160125149950316,1.8333552872085548
01/31 03:50:00,0.8150460055608342,1.8460979180421457
01/31 04:00:00,0.8160021946861686,1.8434063945720323
01/31 04:10:00,0.817664994468223,1.843213969412902
01/31 04:20:00,0.8160021946861686,1.8377094557856728
01/31 04:30:00,0.814120426954072,1.8348393880951295
01/31 04:40:00,0.8132032519287468,1.8351701069464033
01/31 04:50:00,0.8148200363544783,1.8203160059777097
01/31 05:00:00,0.8189681986218408,1.8177337881772935
01/31 05:10:00,0.823094166118424,1.8006618448258234
01/31 05:20:00,0.8266194348115765,1.7792483644489336
01/31 05:30:00,0.827653209481584,1.7449041248678518
01/31 05:40:00,0.8252143099954017,1.7199007688312629
01/31 05:50:00,0.8252143099954017,1.707561928894053
01/31 06:00:00,0.8252143099954017,1.6951682286669791
01/31 06:10:00,0.8252143099954017,1.6784932763705491
01/31 06:20:00,0.8272254065709694,1.6750104434639594
01/31 06:30:00,0.8285003319436344,1.6693765140897128
01/31 06:40:00,0.8314140027877364,1.6497774398832035
01/31 06:50:00,0.8314935089048376,1.6363633082289613
01/31 07:00:00,0.8329122260848616,1.6303784332040716
01/31 07:10:00,0.8385514668960043,1.6223205555815912
01/31 07:20:00,0.8395026683205394,1.6172302344888387
01/31 07:30:00,0.8395026683205394,1.6118808042834045
01/31 07:40:00,0.8423184364222783,1.6118808042834045
01/31 07:50:00,0.8408757276761653,1.6127060747368174
01/31 08:00:00,0.8431083966537921,1.6079054465842573
01/31 08:10:00,0.8431083966537921,1.5921898639387542
01/31 08:20:00,0.847405616578112,1.5825144336332952
01/31 08:30:00,0.8525855851134607,1.5772236948946676
01/31 08:40:00,0.8585495007981631,1.5734723826681116
01/31 08:50:00,0.8647186075775081,1.5734723826681116
01/31 09:00:00,0.8647204550704755,1.5734723826681116
01/31 09:10:00,0.8748296426056108,1.5734723826681116
01/31 09:20:00,0.8748296426056108,1.5686208809161228
01/31 09:30:00,0.8748296426056108,1.5706048226175129
01/31 09:40:00,0.8865850593194136,1.5665812803686971
01/31 09:50:00,0.8904925965816157,1.5682702583954462
01/31 10:00:00,0.891151356524076,1.57507311879721
01/31 10:10:00,0.8886699788547656,1.5776066795699428
01/31 10:20:00,0.8886699788547656,1.5776066795699428
01/31 10:30:00,0.9035189552371761,1.5776066795699428
01/31 10:40:00,0.9104739475498436,1.5776066795699428
01/31 10:50:00,0.90604172432975,1.5776066795699428
01/31 11:00:00,0.90604172432975,1.5776066795699428
01/31 11:10:00,0.8967168210421252,1.5731230306392565
01/31 11:20:00,0.8959846835724317,1.5731230306392565
01/31 11:30:00,0.8959846835724317,1.5731230306392565
01/31 11:40:00,0.8960907297051435,1.572184424923999
01/31 11:50:00,0.8960907297051435,1.5777592053304814
01/31 12:00:00,0.8940593596686248,1.5789840051355057
01/31 12:10:00,0.8940593596686248,1.587731044450107
01/31 12:20:00,0.8901316586560559,1.5890374529572817
01/31 12:30:00,0.8970866509687233,1.5906535918667546
01/31 12:40:00,0.9046874423150959,1.5842848144056294
01/31 12:50:00,0.9060815630529584,1.590219591728894
01/31 13:00:00,0.903052207957376,1.5826686754961565
01/31 13:10:00,0.8988960236840361,1.5826686754961565
01/31 13:20:00,0.8988960236840361,1.5840003827881353
01/31 13:30:00,0.8997983436559154,1.5840003827881353
01/31 13:40:00,0.8979772382451707,1.5823610904468555
01/31 13:50:00,0.8971954439654573,1.5810293831548767
01/31 14:00:00,0.8971954439654573,1.5825983323784083
01/31 14:10:00,0.8971954439654573,1.5825983323784083
01/31 14:20:00,0.8932264023366736,1.5840380408601193
01/31 14:30:00,0.8893786159325401,1.5840380408601193
01/31 14:40:00,0.8865280337312331,1.5840380408601193
01/31 14:50:00,0.8833177598911428,1.5868221797069095
01/31 15:00:00,0.8865280337312331,1.5868221797069095
01/31 15:10:00,0.8865280337312331,1.5840380408601193
01/31 15:20:00,0.8881245777017344,1.5840380408601193
01/31 15:30:00,0.8884271697209316,1.5856422299568638
01/31 15:40:00,0.8884271697209316,1.584016550236748
01/31 15:50:00,0.8884271697209316,1.5765070211577124
01/31 16:00:00,0.889097178380883,1.5724842260924516
01/31 16:10:00,0.8926423727658193,1.5701059642389756
01/31 16:20:00,0.8913607871444889,1.5699179384648883
01/31 16:30:00,0.8889692824320157,1.5699179384648883
01/31 16:40:00,0.887212267606598,1.5699179384648883
01/31 16:50:00,0.888282886246835,1.5724842260924516
01/31 17:00:00,0.888282886246835,1.5699179384648883
01/31 17:10:00,0.889097178380883,1.5699179384648883
01/31 17:20:00,0.8827709891214426,1.5670636294332203
01/31 17:30:00,0.8805490551305327,1.5670636294332203
01/31 17:40:00,0.8779664794791069,1.5697547172065023
01/31 17:50:00,0.8763364730281046,1.5629364265680736
01/31 18:00:00,0.8756777438521421,1.5629364265680736
01/31 18:10:00,0.8795672251682336,1.5564259011885793
01/31 18:20:00,0.8773283460526352,1.558476134386795
01/31 18:30:00,0.8748907095499454,1.5601018141069107
01/31 18:40:00,0.8742759567325067,1.561210037009261
01/31 18:50:00,0.8742759567325067,1.5627299171790736
01/31 19:00:00,0.8772617000554914,1.5723365524854125
01/31 19:10:00,0.8772617000554914,1.5924919726932933
01/31 19:20:00,0.8720559426114181,1.6235587354165169
01/31 19:30:00,0.8682428151886725,1.6477952406175675
01/31 19:40:00,0.8608754986128585,1.657343993348463
01/31 19:50:00,0.8629880679489974,1.685427339621723
01/31 20:00:00,0.860922444914174,1.7390088816501383
01/31 20:10:00,0.8584336584092549,1.7784778231309306
01/31 20:20:00,0.85896904575035,1.7823365483504994
01/31 20:30:00,0.8637961790504454,1.7728400892764251
01/31 20:40:00,0.870521114358835,1.7746414435658118
01/31 20:50:00,0.8689029372494951,1.771942428333533
01/31 21:00:00,0.8689029372494951,1.7728292054230927
01/31 21:10:00,0.8816812088568731,1.7728292054230927
01/31 21:20:00,0.8689029372494951,1.7725126482003304
01/31 21:30:00,0.8631451971072819,1.7743985059508782
01/31 21:40:00,0.8631451971072819,1.77537941133983
01/31 21:50:00,0.867710104228266,1.7851913323302626
01/31 22:00:00,0.873057479645502,1.7852245493893548
01/31 22:10:00,0.8783094156625753,1.7856078153969468
01/31 22:20:00,0.8783094156625753,1.7876557540746294
01/31 22:30:00,0.8783892372647434,1.791939093632081
01/31 22:40:00,0.8783892372647434,1.792164168774522
01/31 22:50:00,0.8738998754126384,1.792164168774522
01/31 23:00:00,0.8928588302565967,1.8033517934931969
01/31 23:10:00,0.9030321113686248,1.82492253305595
01/31 23:20:00,0.9030321113686248,1.8366786782507498
01/31 23:30:00,0.9034312228770167,1.8384710697842728
01/31 23:40:00,0.9030321113686248,1.8407840420222608
01/31 23:50:00,0.8928588302565967,1.843528585755652
02/01 00:00:00,0.8952118924516294,1.8495065853345132
02/01 00:10:00,0.8952118924516294,1.8553950622701505
02/01 00:20:00,0.8880451065182559,1.8557430402383834
02/01 00:30:00,0.8854106575760893,1.8519264163251352
02/01 00:40:00,0.8854106575760893,1.8503096070122695
02/01 00:50:00,0.8854106575760893,1.8485369900064417
02/01 01:00:00,0.8882915400899085,1.8519264163251352
02/01 01:10:00,0.8930622886891475,1.8485369900064417
02/01 01:20:00,0.9009216171914952,1.8505664914710573
02/01 01:30:00,0.9022353638706612,1.8620742142343323
02/01 01:40:00,0.9104646266882136,1.8625354944978412
02/01 01:50:00,0.9075837441743944,1.853371955816956
02/01 02:00:00,0.9076784379990275,1.8579782213932452
02/01 02:10:00,0.9118730671920127,1.8609518254507524
02/01 02:20:00,0.9075837441743944,1.8599232125436633
02/01 02:30:00,0.898040734677676,1.8600910940333555
02/01 02:40:00,0.8959044350206036,1.8613204338537623
02/01 02:50:00,0.8952144440324371,1.86410444301666
02/01 03:00:00,0.8952144440324371,1.8675983143344703
02/01 03:10:00,0.8928675512268086,1.8733260105282827
02/01 03:20:00,0.8928675512268086,1.8733260105282827
02/01 03:30:00,0.8928675512268086,1.8746611871348982
02/01 03:40:00,0.8916017312354892,1.8766653157658046
02/01 03:50:00,0.8903908955658357,1.8720551179936549
02/01 04:00:00,0.8894555637603625,1.8720551179936549
02/01 04:10:00,0.8882756066594287,1.8720551179936549
02/01 04:20:00,0.8847900811148118,1.8720551179936549
02/01 04:30:00,0.8828839766648322,1.8720551179936549
02/01 04:40:00,0.8828839766648322,1.8720551179936549
02/01 04:50:00,0.8840651607519149,1.8712404182613818
02/01 05:00:00,0.8786547169861818,1.8712404182613818
02/01 05:10:00,0.8786547169861818,1.8687712592048247
02/01 05:20:00,0.8786547169861818,1.870652058354875
02/01 05:30:00,0.8793684275935627,1.8727351604490305
02/01 05:40:00,0.8838820834876694,1.8733235203555374
02/01 05:50:00,0.8830992308057722,1.8732494669025752
02/01 06:00:00,0.8800703886556117,1.8732494669025752
02/01 06:10:00,0.8770200574803456,1.8685156645736853
02/01 06:20:00,0.8733781398008329,1.8685156645736853
02/01 06:30:00,0.8733781398008329,1.8685156645736853
02/01 06:40:00,0.8733781398008329,1.8685156645736853
02/01 06:50:00,0.8645369817708328,1.8688372575612593
02/01 07:00:00,0.8612459145297946,1.868057632039775
02/01 07:10:00,0.8633474122639915,1.866631434914463
02/01 07:20:00,0.8644713889751443,1.866631434914463
02/01 07:30:00,0.8611672668403341,1.8657768212059445
02/01 07:40:00,0.8628399071171421,1.866631434914463
02/01 07:50:00,0.864312752502017,1.8682177437454945
02/01 08:00:00,0.8603974835721669,1.8655139364928002
02/01 08:10:00,0.8625629793596833,1.8674110604359473
02/01 08:20:00,0.8668959728790488,1.8685156645736853
02/01 08:30:00,0.8720700217420119,1.8729612705111847
02/01 08:40:00,0.8728178889681752,1.8713749616801532
02/01 08:50:00,0.8788748455757138,1.8713749616801532
02/01 09:00:00,0.8813795658964767,1.8729612705111847
02/01 09:10:00,0.8805772740760446,1.868180712180942
02/01 09:20:00,0.8822586752689072,1.8769621959967937
02/01 09:30:00,0.888476002115981,1.8689291837931683
02/01 09:40:00,0.895628669560584,1.8635127670392615
02/01 09:50:00,0.899681961810714,1.8729301092787773
02/01 10:00:00,0.9005941580106652,1.8751496072339453
02/01 10:10:00,0.9023441076078378,1.8872749144565566
02/01 10:20:00,0.9078601518330394,1.8757618114180934
02/01 10:30:00,0.9138198003583966,1.8703453946641868
02/01 10:40:00,0.9078601518330394,1.8703453946641868
02/01 10:50:00,0.9230739017886298,1.8786587667113703
02/01 11:00:00,0.9294170901639855,1.8703453946641868
02/01 11:10:00,0.9301537909445838,1.8757618114180934
02/01 11:20:00,0.947391293808824,1.8757618114180934
02/01 11:30:00,0.958595907836983,1.8768001905414415
02/01 11:40:00,0.9601443801377467,1.8806357799563846
02/01 11:50:00,0.9665121261104723,1.879999921532721
02/01 12:00:00,0.967158672877963,1.8799233150980266
02/01 12:10:00,0.9679357256523011,1.8799233150980266
02/01 12:20:00,0.9685584263673822,1.8932962989178987
02/01 12:30:00,0.9653727560059815,1.8998227155536016
02/01 12:40:00,0.9662198316310864,1.9078232767390926
02/01 12:50:00,0.9676969145040817,1.9069351396040353
02/01 13:00:00,0.9698780019300042,1.9087440806052027
02/01 13:10:00,0.9698199753995339,1.9142864570066704
02/01 13:20:00,0.9733974346088905,1.9142864570066704
02/01 13:30:00,0.9774368186658,1.9168560910442127
02/01 13:40:00,0.9787954420905473,1.9168560910442127
02/01 13:50:00,0.9811637636026787,1.9203415823481882
02/01 14:00:00,0.9818204530588244,1.921718725968178
02/01 14:10:00,0.9818204530588244,1.921718725968178
02/01 14:20:00,0.980127535252854,1.9179281307110347
02/01 14:30:00,0.9787689118281068,1.9179281307110347
02/01 14:40:00,0.9747295277711973,1.9214708099355347
02/01 14:50:00,0.9693316196564086,1.9179281307110347
02/01 15:00:00,0.9693316196564086,1.9167237003458533
02/01 15:10:00,0.9693316196564086,1.9167237003458533
02/01 15:20:00,0.964809215984761,1.907083734217884
02/01 15:30:00,0.9646875884638455,1.907083734217884
02/01 15:40:00,0.9635608178505586,1.9046636349150479
02/01 15:50:00,0.9629041283944129,1.9020574446592484
02/01 16:00:00,0.9655152103956042,1.9001338992819408
02/01 16:10:00,0.9583180297609257,1.8987797811445217
02/01 16:20:00,0.9561620729805309,1.8968671976712292
02/01 16:30:00,0.9553374398009165,1.8943179146612223
02/01 16:40:00,0.9550408286629724,1.8876571034716272
02/01 16:50:00,0.9550408286629724,1.8870767965162176
02/01 17:00:00,0.9560027568547449,1.8876571034716272
02/01 17:10:00,0.9578676747559705,1.8876571034716272
02/01 17:20:00,0.9574996271129219,1.887312928512095
02/01 17:30:00,0.9594964052629701,1.887312928512095
02/01 17:40:00,0.9640398811693617,1.887312928512095
02/01 17:50:00,0.9627363454202316,1.8876571034716272
02/01 18:00:00,0.9664985238484878,1.887312928512095
02/01 18:10:00,0.9664985238484878,1.887312928512095
02/01 18:20:00,0.9701586966233755,1.8713818164687974
02/01 18:30:00,0.9673215939065058,1.8564136279285561
02/01 18:40:00,0.964396590947954,1.8564136279285561
02/01 18:50:00,0.9626721612750399,1.8591245235858964
02/01 19:00:00,0.9632110084343429,1.8564136279285561
02/01 19:10:00,0.9677674672750507,1.8564136279285561
02/01 19:20:00,0.9665607757562731,1.8540929259965298
02/01 19:30:00,0.9661989021112429,1.850433278036617
02/01 19:40:00,0.9661989021112429,1.850433278036617
02/01 19:50:00,0.9603191679824006,1.8484533766249616
02/01 20:00:00,0.9594231014491112,1.8484533766249616
02/01 20:10:00,0.9557426976198578,1.8467238676321749
02/01 20:20:00,0.9600075618662877,1.8467238676321749
02/01 20:30:00,0.962194479721765,1.8420753648400399
02/01 20:40:00,0.962194479721765,1.8339948972074165
02/01 20:50:00,0.962194479721765,1.8303325172788494
02/01 21:00:00,0.962194479721765,1.8281769676608453
02/01 21:10:00,0.9553111324998471,1.8281769676608453
02/01 21:20:00,0.9543993071044269,1.8340699080139977
02/01 21:30:00,0.9530438524768076,1.8340699080139977
02/01 21:40:00,0.9467017751310121,1.8340699080139977
02/01 21:50:00,0.9452786854269689,1.8398614421141577
02/01 22:00:00,0.944864934357607,1.8363443288568646
02/01 22:10:00,0.9485853502575347,1.8363443288568646
02/01 22:20:00,0.9485853502575347,1.8388428079935595
02/01 22:30:00,0.9485853502575347,1.832838458213574
02/01 22:40:00,0.9482137810941175,1.8413864278628318
02/01 22:50:00,0.9478526976752942,1.8545031663916025
02/01 23:00:00,0.9482300436731516,1.8449035411201251
02/01 23:10:00,0.9438534706795495,1.8545031663916025
02/01 23:20:00,0.9412858366839462,1.8564148448950473
02/01 23:30:00,0.9407119461071936,1.8564148448950473
02/01 23:40:00,0.9356553983013436,1.8564148448950473
02/01 23:50:00,0.9310389228754565,1.8564148448950473
02/02 00:00:00,0.9270019019069958,1.860426101579492
02/02 00:10:00,0.926308844081031,1.860442504532032
02/02 00:20:00,0.925698149417982,1.8700438109540807
02/02 00:30:00,0.925972741593793,1.8728369165215322
02/02 00:40:00,0.9238071812428199,1.8700438109540807
02/02 00:50:00,0.9219422974686531,1.8700438109540807
02/02 01:00:00,0.9206925148077922,1.8728369165215322
02/02 01:10:00,0.9183601712991957,1.8728369165215322
02/02 01:20:00,0.9150734230535439,1.8748483504233295
02/02 01:30:00,0.9150734230535439,1.876552096894565
02/02 01:40:00,0.9131603259368059,1.876552096894565
02/02 01:50:00,0.9119444837980197,1.8811692226149639
02/02 02:00:00,0.9119444837980197,1.876552096894565
02/02 02:10:00,0.9110491599547497,1.8728131974401305
02/02 02:20:00,0.91002487274473,1.8728131974401305
02/02 02:30:00,0.9100032754340199,1.8753444298482425
02/02 02:40:00,0.9133116209903818,1.8753444298482425
02/02 02:50:00,0.9167982931755162,1.8753444298482425
02/02 03:00:00,0.9123553451071653,1.8753444298482425
02/02 03:10:00,0.9128809595981198,1.8716055303938077
02/02 03:20:00,0.9046117783449688,1.8716055303938077
02/02 03:30:00,0.9098982220830691,1.8753444298482425
02/02 03:40:00,0.9125391984914402,1.8774786209330578
02/02 03:50:00,0.9125391984914402,1.879961555568641
02/02 04:00:00,0.9125391984914402,1.8835682470958828
02/02 04:10:00,0.9125391984914402,1.879961555568641
02/02 04:20:00,0.9152429225855678,1.8774786209330578
02/02 04:30:00,0.9173753666622678,1.8774786209330578
02/02 04:40:00,0.9213351799163927,1.8717282875768257
02/02 04:50:00,0.9147311029176205,1.860206550792956
02/02 05:00:00,0.9147311029176205,1.8521519177199384
02/02 05:10:00,0.9291145872491362,1.847391756744351
02/02 05:20:00,0.9520732721963621,1.8359532579009554
02/02 05:30:00,0.9624869053714169,1.8202120988757406
02/02 05:40:00,0.9664774352397022,1.8202120988757406
02/02 05:50:00,0.9697247260434813,1.816472664887511
02/02 06:00:00,0.9730444826732783,1.816472664887511
02/02 06:10:00,0.9761638706394083,1.8083619199025796
02/02 06:20:00,0.9801397862169774,1.8083619199025796
02/02 06:30:00,0.9846566853584213,1.8013149393997019
02/02 06:40:00,0.9915317856525419,1.806083896175871
02/02 06:50:00,0.9972153103337655,1.8013149393997019
02/02 07:00:00,1.0055630066980625,1.7937682342243233
02/02 07:10:00,1.0075406429794493,1.7912002564275693
02/02 07:20:00,1.022930179575992,1.7930863773397046
02/02 07:30:00,1.03145046296921,1.7956690736607914
02/02 07:40:00,1.0423965383908445,1.7978553341158736
02/02 07:50:00,1.052723203267963,1.7930863773397046
02/02 08:00:00,1.057634490093018,1.788178971506545
02/02 08:10:00,1.0617016966275534,1.7853319501169256
02/02 08:20:00,1.0703146700470483,1.7835710814431494
02/02 08:30:00,1.0875119665427833,1.7824774015952334
02/02 08:40:00,1.1014574314270276,1.7887783585821224
02/02 08:50:00,1.104565671225696,1.798157334442901
02/02 09:00:00,1.1086182430694087,1.798157334442901
02/02 09:10:00,1.1118306975749555,1.8087182376647317
02/02 09:20:00,1.1197780813926537,1.8071372435180304
02/02 09:30:00,1.1242910231799406,1.807676284964275
02/02 09:40:00,1.1242910231799406,1.8112750159435107
02/02 09:50:00,1.1197780813926537,1.8151132386268598
02/02 10:00:00,1.1214663823618904,1.8192071098342302
02/02 10:10:00,1.123588232438538,1.8228119924201467
02/02 10:20:00,1.1246246967815754,1.8228119924201467
02/02 10:30:00,1.1246246967815754,1.821141618906743
02/02 10:40:00,1.1283293225988107,1.8228119924201467
02/02 10:50:00,1.1346640763457752,1.8228119924201467
02/02 11:00:00,1.13216501873552,1.821141618906743
02/02 11:10:00,1.1346241459731055,1.821141618906743
02/02 11:20:00,1.1410653976886498,1.821141618906743
02/02 11:30:00,1.1377937586902789,1.820197577420316
02/02 11:40:00,1.1339192122564885,1.8165052836896445
02/02 11:50:00,1.1162379370515156,1.820197577420316
02/02 12:00:00,1.1162379370515156,1.812219133902481
02/02 12:10:00,1.1162379370515156,1.8146936903189381
02/02 12:20:00,1.1162379370515156,1.8068546038126394
02/02 12:30:00,1.1076847578983082,1.8045814328323755
02/02 12:40:00,1.1076847578983082,1.7985656817652176
02/02 12:50:00,1.085725611916937,1.8045814328323755
02/02 13:00:00,1.081903848622027,1.8088466197326973
02/02 13:10:00,1.0801459146876846,1.806523162396211
02/02 13:20:00,1.0801459146876846,1.8081321062579485
02/02 13:30:00,1.0817068994772272,1.8081321062579485
02/02 13:40:00,1.0770511983150834,1.806523162396211
02/02 13:50:00,1.068412216196194,1.8027033180495815
02/02 14:00:00,1.0802419845184144,1.8027033180495815
02/02 14:10:00,1.081778873534493,1.8037627339314741
02/02 14:20:00,1.081090760172916,1.8037627339314741
02/02 14:30:00,1.081090760172916,1.8072999463663317
02/02 14:40:00,1.081090760172916,1.800152794503922
02/02 14:50:00,1.0834582269600341,1.7926460089222773
02/02 15:00:00,1.0834582269600341,1.7926460089222773
02/02 15:10:00,1.089507297518834,1.7926460089222773
